Serial,Comph_we,Comph_wk,Comp_we,Comp_wk,Smart_we,Smart_wk,Watch_we,Watch_wk
1063701,0,0,0,0,0,0,3,2
1063702,1,1,0,0,7,7,6,4
1063703,0,0,1,0,0,0.5,2,6
1063704,3,2,0,0,2,1,5,3
1063705,1,0,0.5,0.5,7,7,7,5
1063706,1,2,0,0,5,3,3,1
1063707,7,7,0.5,0,7,7,2,3
1063708,2,1,0,0,7,7,7,5
1063709,1,0,0,0,7,7,4,3
1063710,1,1,1,1,0,0,2,1
1063712,7,7,0.5,0,7,7,7,7
1063713,1,1,1,0,7,4,7,5
1063714,0,0,2,0.5,5,4,7,1
1063715,2,1,1,1,3,2,6,4
1063716,7,5,0,0,7,5,6,4
1063717,1,0.5,0,0,7,6,2,1
1063718,0.5,0.5,5,2,7,7,7,7
1063719,0,0,0,0,0.5,1,0.5,1
1063720,0.5,0.5,0,0,7,7,4,2
1063721,0.5,1,0,0,7,4,2,1
1063722,1,0.5,0,0,1,1,7,4
1063723,3,3,1,0.5,4,3,4,3
1063724,2,1,0.5,0,7,5,6,4
1063725,3,2,1,0.5,3,3,4,2
1063726,1,1,0,0,0.5,1,4,6
1063727,0,0,0,0,4,2,5,3
1063728,7,4,0,0,7,7,7,4
1063729,0,0,0,0,7,7,4,3
1063730,1,0,0,0,4,3,2,2
1063731,3,3,6,3,7,7,7,5
1063732,3,2,0,0,4,4,3,1
1063733,2,4,0,0,7,7,1,0.5
1063735,1,0.5,2,0.5,3,2,4,3
1063736,0.5,0.5,0,0,2,1,2,1
1063737,0.5,0,0,0,5,3,3,2
1063738,0,0,0,0,4,5,1,2
1063739,0,0,0,0,7,7,5,0.5
1063740,0,0,6,4,0,0,7,7
1063741,0,0,0,0,3,2,3,1
1063742,5,6,0.5,0,5,6,1,0
1063743,2,3,1,0.5,2,1,6,4
1063744,5,3,0,2,6,5,4,5
1063745,0,1,0,0,0,0,0.5,2
1063747,2,2,0,0,4,4,3,2
1063749,4,3,1,1,1,1,7,5
1063750,4,3,0,0,4,3,3,1
1063751,0.5,0,0,0,7,7,0,0
1063752,2,1,1,0,0.5,0.5,4,3
1063753,2,1,0.5,0.5,5,3,5,3
1063754,1,2,0,0,0.5,0,2,0.5
1063755,7,7,0,0,7,7,2,2
1063756,2,2,0.5,0,2,1,4,3
1063757,2,2,0,0,0,0,1,0
1063758,5,3,4,2,0,0,2,1
1063759,2,1,5,0.5,6,4,4,2
1063760,0.5,0.5,1,0,2,1,2,2
1063761,4,3,0,0,5,3,2,1
1063762,2,1,0,0,3,3,7,3
1063763,2,3,2,0,3,2,3,1
1063764,3,2,2,2,3,1,1,1
1063765,0,0,0.5,1,4,3,1,4
1063766,6,2,7,4,7,5,2,1
1063767,4,3,4,3,6,4,6,5
1063768,1,0,1,0,4,4,4,3
1063769,4,2,3,1,1,1,3,1
1063770,0,0,2,0.5,1,1,3,1
1063772,1,1,6,2,3,2,6,2
1063773,4,2,2,1,1,1,3,2
1063774,1,1,3,1,1,1,6,4
1063775,3,1,2,0,4,0.5,4,2
1063776,0,0,3,2,0.5,0.5,0,0
1063777,1,1,1,0.5,0.5,0.5,3,2
1063778,2,1,0.5,0,2,1,2,0.5
1063779,0.5,0.5,0.5,1,0.5,0.5,4,4
1063780,6,6,1,2,0.5,1,0.5,3
1063782,1,1,3,1,4,4,3,2
1063783,6,3,0,0,2,2,4,0
1063785,3,2,3,0,4,1,4,2
1063786,3,2,0,0,2,2,3,2
1063787,6,3,6,4,2,2,7,4
1063788,2,0.5,4,0.5,5,1,3,1
1063789,1,0.5,2,1,0,1,6,5
1063790,7,7,0,0,7,5,5,3
1063791,6,4,4,0,6,6,6,3
1063792,4,2,2,1,3,2,4,2
1063793,0.5,2,3,0,1,2,7,5
1063794,2,4,4,2,3,2,5,2
1063795,3,3,2,1,7,6,2,2
1063796,0.5,0,0,0,1,0.5,3,0.5
1063797,1,0.5,0,0,0,0,4,2
1063798,2,1,6,3,1,0.5,4,5
1063799,0,0,2,0,1,2,7,3
1063800,2,2,3,0,0.5,0.5,4,4
1063801,5,3,0,0,7,7,6,4
1063803,0,0,0,0,0.5,0.5,7,4
1063804,0,2,4,0,7,7,7,6
1063805,3,2,2,1,1,0.5,4,2
1063806,0.5,2,3,2,1,0.5,1,0
1063807,0.5,0.5,0,0,1,1,0.5,1
1063808,5,3,2,0,1,3,5,4
1063810,0,1,4,2,4,2,6,3
1063811,6,5,2,3,7,7,4,4
1063812,2,1,4,1,4,4,4,2
1063813,0.5,0,1,0,2,2,1,2
1063814,3,0,4,0,4,3,4,4
1063815,0,1,0,2,4,6,7,7
1063816,2,1,0,0,1,0,4,3
1063817,0.5,0.5,1,0.5,0,0,4,3
1063818,1,2,2,1,0.5,0.5,5,3
1063819,1,1,0.5,1,2,1,0.5,1
1063820,2,2,1,0.5,3,2,2,1
1063821,0.5,0.5,3,0,3,3,4,2
1063822,0.5,1,3,1,7,3,7,5
1063823,2,1,0.5,0.5,2,2,5,4
1063824,3,1,2,0,3,3,2,1
1063825,2,3,1,1,0.5,0.5,3,2
1063826,3,2,1,0,4,5,2,0.5
1063827,5,5,0.5,0,2,1,5,1
1063828,2,1,3,2,0,0,4,3
1063829,6,3,0.5,0,7,7,3,1
1063830,1,0.5,4,0,4,2,1,0.5
1063831,1,0.5,0.5,0,1,1,3,2
1063832,3,5,4,0,7,6,5,4
1063833,2,1,7,3,4,4,1,0.5
1063834,2,4,2,0.5,5,4,4,2
1063835,2,0.5,3,0,2,1,4,3
1063836,4,2,2,0,5,0,2,3
1063837,7,5,0.5,0,0.5,0.5,3,2
1063838,0.5,1,2,0.5,3,1,2,0.5
1063839,0,0,2,1,0,0,2,2
1063840,1,3,0.5,0,3,3,3,4
1063841,1,0.5,0,0,2,1,3,2
1063842,2,1,2,1,4,4,5,4
1063843,0.5,1,4,0,2,2,4,2
1063844,2,3,3,0,2,1,4,1
1063845,1,1,2,1,1,1,3,2
1063846,1,1,2,2,5,1,4,2
1063847,0.5,0.5,4,1,0.5,0.5,3,1
1063848,0.5,0.5,0,0,2,1,3,2
1063849,4,4,2,0.5,3,2,4,3
1063851,4,2,0,0,3,2,2,1
1063852,1,0.5,1,0.5,2,1,2,2
1063854,5,4,6,3,2,3,6,4
1063855,2,2,2,1,4,4,3,3
1063856,0.5,0.5,5,3,0.5,0.5,0,0.5
1063857,0,0,7,5,1,1,0.5,0.5
1063858,7,4,3,2,7,4,7,4
1063859,0.5,0.5,0.5,0,3,3,2,3
1063860,0,0.5,0,0,4,3,3,2
1063861,2,1,3,2,2,1,2,1
1063862,2,1,1,0.5,3,1,0.5,0
1063863,0.5,0.5,6,3,1,0.5,4,2
1063864,2,2,1,0.5,4,3,6,4
1063865,1,0.5,5,2,0,0,2,0
1063866,5,3,4,3,7,7,6,4
1063867,2,2,1,0,2,2,1,0.5
1063868,0,3,0,0,4,3,3,1
1063869,5,2,7,4,7,7,1,2
1063870,1,1,7,2,2,1,4,2
1063871,0.5,0.5,3,0.5,1,1,3,0.5
1063872,0,0,3,1,5,3,4,2
1063873,0.5,0.5,3,1,5,5,4,3
1063874,0,0,7,5,2,2,4,3
1063875,1,2,0,0,4,2,3,2
1063876,3,0,4,2,0,0,6,6
1063877,3,2,0,0,0,0,1,0.5
1063878,4,2,7,5,0,0,0.5,0
1063879,7,4,6,1,7,6,6,2
1063880,0.5,0.5,0.5,0.5,1,1,4,5
1063881,1,0.5,1,1,0,0,3,2
1063882,5,3,1,1,5,2,0,0.5
1063883,0,0.5,0,0,3,3,2,2
1063884,1,0.5,5,4,2,1,3,4
1063885,7,7,7,7,5,3,4,1
1063886,1,1,0.5,0,1,2,2,0.5
1063887,0,0,0.5,0.5,2,3,4,4
1063888,2,1,3,0.5,3,4,4,2
1063890,1,0.5,4,1,5,3,7,1
1063891,2,2,3,2,4,2,6,4
1063892,0.5,0.5,3,2,4,3,3,2
1063893,2,2,6,4,3,2,5,4
1063894,0.5,0,7,6,0.5,0.5,2,1
1063895,2,1,3,2,2,2,4,2
1063896,2,1,0,0,0,0,3,2
1063897,0,0,3,0.5,5,4,4,2
1063899,2,0.5,3,1,7,7,7,7
1063900,0.5,0.5,5,4,3,2,3,1
1063901,0,0,2,0.5,0,0,5,4
1063902,2,0,5,2,0,0,4,2
1063903,2,1,0,0,5,4,5,3
1063904,2,2,1,1,3,3,3,3
1063905,2,2,2,0,1,0.5,4,2
1063906,0,1,4,2,0,0,7,3
1063907,5,5,3,2,5,5,4,3
1063908,0,0,0,0,7,5,6,2
1063909,7,5,7,5,0,0,1,1
1063910,0.5,0.5,2,1,2,1,5,3
1063911,4,1,4,1,1,0.5,1,0.5
1063912,0.5,0.5,0.5,0.5,1,1,0.5,1
1063913,0,0,0.5,0.5,3,3,3,3
1063915,0.5,2,6,3,5,3,6,5
1063916,0,0,3,2,7,3,3,1
1063917,6,5,5,2,7,6,4,3
1063918,2,2,0.5,0,4,4,2,0.5
1063919,7,5,2,2,7,7,5,4
1063920,1,0.5,7,7,2,1,2,1
1063921,3,1,4,3,0,0,7,2
1063922,3,2,6,2,1,1,2,1
1063923,0,0,0,0,1,1,0.5,1
1063924,7,5,7,3,2,0.5,7,7
1063925,0.5,0.5,7,6,3,2,4,1
1063926,7,3,4,4,7,7,2,2
1063927,7,5,0,0.5,2,4,7,4
1063928,1,1,7,5,0.5,0.5,1,2
1063929,7,7,4,7,2,4,3,6
1063930,0.5,0.5,0.5,0.5,0,0,4,2
1063931,0,0,4,2,7,7,4,2
1063932,0,1,0,0,4,3,2,1
1063933,0.5,0.5,2,1,6,6,4,3
1063934,3,2,6,4,3,2,6,5
1063935,2,1,4,3,3,2,1,0.5
1063936,0,1,0.5,0,0,0,4,3
1063937,0,1,2,2,0,0,4,3
1063938,1,2,6,3,7,6,4,2
1063939,1,1,5,3,7,5,7,4
1063940,1,0.5,3,4,1,2,4,5
1063941,2,1,0.5,1,2,2,2,2
1063942,0.5,0,2,1,5,5,2,3
1063943,0,0,6,5,0,0,2,1
1063944,1,3,3,2,5,3,1,3
1063945,2,3,7,7,5,3,6,5
1063946,3,3,3,3,5,5,4,5
1063948,0,0,3,2,7,7,2,1
1063949,2,0,4,1,0,1,6,3
1063950,0.5,0.5,3,1,1,1,1,0
1063951,0,0,0,4,0,0,1,3
1063952,3,6,7,0,0,0,4,2
1063953,0,0,7,3,0.5,0.5,7,3
1063954,1,0,6,0,3,3,2,2
1063955,0,0,0,0,1,2,6,3
1063956,1,0.5,0,0,7,6,7,3
1063957,0.5,0,2,2,5,2,1,1
1063958,1,1,2,1,7,5,7,4
1063959,0,2,5,3,0,0,7,7
1063960,5,5,3,2,5,5,5,4
1063961,7,2,6,2,7,7,5,3
1063962,3,3,6,5,0,0,5,2
1063963,0,0,6,3,0,0,5,3
1063964,5,4,3,2,6,5,5,3
1063965,4,2,5,2,7,7,5,3
1063966,0.5,1,2,2,5,5,3,2
1063967,0,0,1,0,7,7,6,3
1063968,3,2,3,2,4,3,4,1
1063969,4,3,7,6,7,7,6,4
1063971,1,1,0,0,3,2,1,0.5
1063972,0.5,1,0,0,7,5,7,5
1063973,0,0,0,0,3,3,3,2
1063974,6,4,0,0,2,2,2,1
1063975,0,0,0,0,5,3,5,4
1063976,3,1,0,0,3,1,4,2
1063977,6,4,5,3,7,7,6,4
1063978,0,0,0,0,7,7,7,7
1063979,7,5,2,0.5,7,7,7,4
1063980,1,1,1,1,0,0,6,0.5
1063981,7,5,0.5,0.5,7,6,6,1
1063982,3,1,0,0,5,3,5,4
1063983,7,2,5,0,7,3,6,3
1063984,1,0.5,0,0,1,0.5,3,2
1063985,0,0,0,0,3,4,2,4
1063986,3,3,4,2,0,0,0.5,0.5
1063987,7,6,0,0,7,5,7,4
1063988,0,0.5,0,0,3,2,4,3
1063989,4,3,0,0,0.5,0.5,4,1
1063990,4,2,2,0,2,2,2,1
1063991,6,6,3,2,7,7,5,3
1063992,6,4,0,0,7,7,5,3
1063994,3,2,0,0,4,2,1,1
1063995,0.5,1,0.5,0,3,5,1,0.5
1063996,6,3,0,0,0,0,5,3
1063997,0,0,4,4,7,7,4,3
1063998,0,2,0.5,0.5,7,7,4,0.5
1063999,6,3,0,0,3,2,6,3
1064000,3,2,0,0,2,2,2,2
1064001,6,5,0,0,7,6,5,3
1064002,2,1,0,0,7,7,6,4
1064003,3,0.5,0.5,0,7,7,5,3
1064004,0,0,3,2,6,5,4,3
1064005,0,0,0.5,0.5,5,4,4,4
1064006,5,3,0,0,7,5,4,5
1064007,0.5,0.5,0,0,0.5,0.5,2,0.5
1064008,4,2,0,0,4,2,6,5
1064009,3,2,0,0,4,3,3,2
1064010,3,2,1,0,5,4,6,5
1064011,3,1,1,0,1,0.5,1,0.5
1064012,5,4,0,0,4,3,5,3
1064013,1,0.5,0,0,4,3,3,2
1064014,2,1,0,0,3,5,2,4
1064015,0,0,1,0.5,0,0,6,4
1064016,5,4,0,0,7,7,3,6
1064017,3,2,0,0,5,4,4,5
1064018,2,1,0,0,7,7,2,1
1064019,0,0,0,0,7,7,0.5,3
1064020,0.5,1,0,0,3,2,3,0.5
1064022,1,0.5,0,0,7,7,0,0.5
1064023,0.5,1,0,0,6,4,3,1
1064024,7,7,0,0,7,7,3,1
1064025,0,0,0,0,7,6,3,7
1064026,3,2,2,0.5,7,7,7,6
1064028,1,0.5,0,0,7,7,6,3
1064029,0,2,3,2,7,7,5,3
1064031,7,7,0,0,7,7,7,6
1064032,2,3,0,0,7,5,5,2
1064033,3,1,0.5,0,7,7,7,7
1064035,3,2,0.5,0,4,3,5,4
1064036,7,7,1,1,0,0,4,3
1064037,4,5,5,5,0,0,4,4
1064038,0,0,0,0,7,7,2,4
1064039,0.5,0.5,0,0,6,6,7,6
1064040,3,2,0,0,7,6,3,4
1064041,0.5,0,0,0,0.5,0.5,2,1
1064042,0.5,1,2,1,4,3,3,2
1064043,1,0,4,3,3,3,2,1
1064044,0,0,0,0,7,5,4,4
1064045,0,0,0.5,0,6,4,4,2
1064046,5,4,7,6,7,7,7,7
1064047,3,2,1,1,2,1,5,3
1064048,1,1,0,0,3,2,5,3
1064049,1,1,0,0,4,4,3,3
1064050,0.5,0.5,0,0,7,7,2,3
1064051,0,1,2,2,3,7,4,2
1064052,2,2,3,1,2,1,3,2
1064053,0,0,0.5,0,5,4,5,4
1064054,0,0.5,0,0,5,7,4,7
1064055,0.5,0.5,0,0,0.5,0,0,0
1064056,0,0.5,0,0,3,3,3,3
1064057,2,1,2,5,2,2,1,1
1064058,0,0,0,0,7,7,2,1
1064059,3,2,1,1,3,3,7,4
1064060,1,2,0,0,4,4,3,3
1064061,0.5,0,0,0,7,6,2,2
1064062,7,7,6,3,7,7,6,4
1064063,0,1,1,0,5,4,3,2
1064064,2,2,0,0,2,2,3,1
1064065,3,3,6,3,3,3,3,2
1064066,7,7,7,7,7,7,4,3
1064067,0,0,0,0,0,0,0,0
1064068,4,4,0,0,6,4,6,3
1064069,0.5,1,5,5,3,2,5,4
1064070,2,1,0,0,7,6,6,5
1064071,2,1,0.5,0,3,2,7,6
1064072,1,1,2,0.5,5,4,7,3
1064073,5,3,6,4,2,1,4,2
1064074,1,1,0.5,0.5,2,2,3,2
1064075,3,2,0,0,0.5,2,6,5
1064076,0.5,1,0.5,0,0.5,0.5,2,3
1064077,1,0.5,4,2,2,1,2,1
1064078,7,7,3,2,4,4,7,6
1064080,1,1,5,4,6,3,4,2
1064081,4,2,4,3,2,1,4,2
1064082,0,0,0,0,4,2,1,1
1064083,4,2,1,1,7,7,3,3
1064084,7,7,7,7,3,3,7,7
1064085,2,1,6,4,5,4,7,4
1064086,0.5,0.5,2,1,0.5,1,0.5,0.5
1064088,5,3,1,0,6,4,2,0
1064089,2,1,2,0,7,4,3,1
1064090,0.5,2,4,2,2,1,4,3
1064091,1,0,1,0,0.5,0.5,3,4
1064092,1,0.5,0,0,0.5,0.5,4,3
1064093,3,2,0,0,2,0,4,1
1064094,7,7,0,0,7,7,4,0.5
1064095,1,0.5,0,0,4,4,2,0.5
1064096,7,7,0,0,7,7,7,5
1064097,6,4,0,0,7,7,6,5
1064098,0.5,1,0,0,1,1,2,0.5
1064099,1,2,0,0.5,3,2,4,4
1064100,7,7,3,5,7,7,5,2
1064101,0,0,0,0,7,7,0.5,4
1064102,0.5,0.5,0.5,0,4,7,0.5,2
1064103,1,0.5,1,0.5,1,1,1,0.5
1064104,0.5,0,0,0,2,1,3,1
1064105,0,0,0,0,7,6,5,4
1064106,4,2,0,0,2,2,7,2
1064107,1,0.5,0,0,7,3,5,4
1064108,1,1,0,0,7,2,7,2
1064109,1,0.5,0,0,4,3,5,3
1064110,0.5,2,0,0,7,5,2,4
1064111,3,1,0,0,0.5,0.5,7,5
1064112,7,7,2,1,7,7,0,0.5
1064113,3,2,0,0,7,4,7,5
1064114,2,1,0,0,2,2,6,5
1064115,7,4,0,0,1,0.5,0,0
1064116,0.5,0.5,0,0,2,2,0.5,1
1064117,0,0,0.5,0.5,7,7,5,4
1064118,2,0.5,0.5,0,7,6,4,1
1064119,3,2,2,1,0,0,4,3
1064120,0.5,0,1,0,7,5,4,2
1064121,0,0,1,0,7,7,7,7
1064122,0.5,0.5,0,0,5,4,4,3
1064123,0.5,1,0.5,0.5,0.5,0.5,1,1
1064124,7,7,0.5,0,7,7,5,3
1064125,7,7,0,0,7,7,0.5,0.5
1064126,2,1,1,0,2,1,3,2
1064127,0,0,2,2,7,7,5,3
1064128,5,5,0,0,5,5,6,4
1064130,0.5,1,0,0,4,2,4,3
1064131,2,1,0,0,2,2,5,3
1064132,6,2,1,0,5,2,4,1
1064133,1,3,0.5,0,3,6,5,4
1064134,0.5,1,0,0,5,5,5,5
1064135,0,0.5,0,0,6,6,7,6
1064137,3,4,3,2,2,1,6,3
1064138,6,4,0,0,2,0.5,2,0
1064139,7,7,0,0,7,7,3,0
1064140,4,1,0,0,4,3,6,4
1064141,3,3,1,0,2,2,4,2
1064142,7,4,0,0,7,5,5,2
1064143,4,3,4,2,7,7,0,0
1064144,1,1,0,0,4,3,2,2
1064146,1,0.5,0.5,0,7,6,7,1
1064147,0.5,0,4,2,7,7,2,2
1064148,0.5,0,0,0,7,7,3,4
1064149,1,1,0.5,0.5,3,2,4,5
1064150,0,1,1,0,7,3,2,0.5
1064151,5,3,0,0,5,2,3,2
1064152,2,1,0,0,1,1,6,2
1064153,0,0,0,0,7,7,6,3
1064154,7,5,2,0,7,3,6,4
1064155,3,2,0,0,2,1,3,2
1064156,5,3,1,1,6,5,6,5
1064157,0,0,0,0,7,7,7,6
1064158,2,2,0,0,5,4,6,4
1064159,4,2,0,0,6,5,3,1
1064160,0.5,0.5,4,3,6,5,5,4
1064161,0.5,0.5,1,1,6,6,5,3
1064162,7,7,6,5,7,7,6,5
1064163,7,7,0.5,0.5,7,5,7,7
1064164,0,0,0,0,7,7,4,2
1064165,0,0,0,0,7,4,4,2
1064166,0.5,2,0,0,7,6,5,3
1064167,4,3,0.5,0.5,1,1,5,3
1064168,0.5,0,6,3,1,3,4,2
1064169,2,2,0,0,0.5,0,3,1
1064170,6,6,0,0,7,7,3,5
1064171,2,1,1,0.5,3,2,0.5,0.5
1064172,0.5,2,0,0,7,7,7,6
1064173,4,3,0,0,4,3,7,6
1064174,4,2,0,0,4,2,5,3
1064175,0,0,0,0,5,4,6,5
1064176,1,2,0,0,6,5,5,4
1064177,2,1,5,4,1,1,7,5
1064178,0.5,0,3,0,6,5,4,4
1064179,0,0,0,0,7,7,3,1
1064181,2,2,0,0.5,0.5,2,0.5,2
1064182,4,4,0,0,0,0,2,1
1064183,0.5,0.5,0,0,3,3,1,0.5
1064184,2,1,0,0,3,2,0.5,2
1064185,1,1,0,0,7,4,5,2
1064186,0,0,0,0,7,7,7,7
1064187,0,0,0,0,7,7,4,2
1064188,0.5,0.5,0,0,7,5,3,1
1064189,0.5,0.5,0,0,5,4,6,4
1064190,1,1,1,0.5,0.5,0.5,2,1
1064191,1,0.5,2,0,7,7,2,1
1064192,4,3,1,0,2,1,6,6
1064193,0.5,1,0,0,5,6,5,6
1064194,0.5,0,0,0,6,5,6,5
1064195,3,3,0,0,3,3,2,1
1064196,1,1,2,1,1,0.5,4,3
1064197,1,2,0,0,2,3,2,1
1064198,0,0,0.5,0.5,5,5,2,2
1064199,0,0,0,0,7,7,2,1
1064200,4,4,0,0,6,4,3,2
1064201,2,2,0,0,7,7,2,3
1064202,3,2,0,0,3,3,4,1
1064203,1,1,0.5,0.5,1,0.5,4,3
1064204,5,3,0.5,0.5,3,3,7,6
1064205,3,2,0,0,0,0.5,5,5
1064206,2,3,0,0,0.5,0.5,4,3
1064207,3,2,2,0.5,6,5,1,0
1064208,0.5,1,0,0,5,3,2,0.5
1064210,0,3,7,0,7,7,7,4
1064211,3,3,0.5,0,6,4,3,3
1064212,1,0.5,0,0,0.5,0.5,2,1
1064213,2,0.5,3,2,0.5,0.5,3,2
1064214,2,1,4,4,2,2,3,2
1064215,6,3,6,1,5,4,6,3
1064216,0,0,3,2,3,2,5,3
1064217,5,3,0,0,7,7,7,3
1064218,0,0,4,3,0.5,0.5,6,4
1064219,1,1,0,0,2,1,3,2
1064220,0.5,1,0,0,7,7,7,6
1064222,0,0.5,4,2,4,1,3,3
1064224,0,0,3,1,0.5,2,2,1
1064225,1,0.5,7,6,0,0,2,1
1064226,0,0,1,0.5,5,3,1,1
1064228,3,2,0,0.5,7,6,6,4
1064229,4,1,4,2,2,1,7,3
1064230,0,0,4,0,3,2,0.5,0
1064231,0,0,5,0,1,1,5,4
1064232,4,3,3,3,3,3,6,4
1064233,0,0,1,0,7,7,7,7
1064234,0,0,4,3,5,5,4,4
1064235,0.5,1,2,2,0.5,0.5,4,4
1064236,7,7,4,3,7,7,7,3
1064237,0,0,7,6,5,4,3,1
1064239,1,0.5,0,0,2,1,0.5,0.5
1064240,0.5,1,0.5,0.5,3,2,2,1
1064241,5,4,0,0,5,3,6,4
1064243,0,0.5,0,0,4,4,3,2
1064244,7,6,0,0,7,6,7,7
1064246,3,1,1,0,3,2,2,1
1064247,2,1,4,2,0,0,4,2
1064248,0.5,0,3,0,0.5,0,1,0.5
1064249,5,4,5,1,7,7,6,4
1064250,7,5,7,5,0,0,0,2
1064251,2,3,1,2,0.5,2,2,4
1064252,3,2,5,3,4,2,6,4
1064253,2,2,6,3,7,7,4,3
1064254,3,2,2,0,5,3,4,2
1064255,0.5,2,7,4,3,3,7,2
1064256,4,3,3,1,0.5,0.5,3,2
1064258,6,5,0,0,2,1,5,2
1064259,1,0.5,1,0.5,0.5,0.5,5,2
1064260,2,1,0,0,0,0,4,2
1064261,5,3,5,3,5,3,6,6
1064262,2,1,5,3,0,0,4,3
1064263,0,0,4,2,0,0,4,2
1064264,2,2,0.5,0.5,5,3,4,3
1064265,7,7,0,0,7,7,6,4
1064266,2,1,1,0,2,1,2,0.5
1064267,5,4,3,0.5,2,1,4,3
1064268,7,4,7,0.5,7,7,7,2
1064269,0,0,2,2,7,7,5,7
1064270,0,0,6,0,1,0.5,3,3
1064271,0,0,2,1,3,3,4,3
1064272,0,1,4,0,5,3,7,6
1064273,4,3,0,0,5,3,1,0
1064274,2,6,6,3,6,6,5,4
1064275,3,2,6,5,7,6,5,5
1064276,5,3,5,3,3,4,5,4
1064277,7,7,7,7,3,4,6,7
1064278,3,2,4,3,1,1,4,3
1064279,0,0,7,4,5,3,7,5
1064280,0,0,0,0,7,7,1,2
1064281,0,0,0,0,2,1,2,2
1064282,0.5,2,2,1,0.5,1,5,1
1064283,2,2,1,0,0.5,0.5,3,1
1064284,5,3,4,3,6,6,2,1
1064285,1,2,0,0.5,0.5,0.5,4,3
1064286,2,1,3,1,3,1,7,4
1064287,5,2,0,0,7,4,6,2
1064288,5,0,7,5,7,7,2,1
1064289,5,4,0.5,0,4,2,4,1
1064290,4,2,5,3,4,3,5,4
1064291,2,1,0.5,0,1,0.5,4,2
1064292,1,1,0.5,0,5,3,4,2
1064293,0,1,3,2,7,4,3,2
1064294,6,6,0,0,6,6,7,7
1064295,1,0.5,3,2,2,1,0.5,0
1064296,0.5,0.5,1,1,3,3,2,2
1064297,6,4,2,0,1,0.5,5,3
1064300,0,0.5,6,5,1,0,0,0
1064301,1,1,5,0,5,2,1,1
1064302,0.5,0.5,0.5,0,3,2,3,2
1064303,0,0,3,3,0,0,0,0.5
1064304,2,1,6,4,1,1,0,0
1064305,0,0,2,3,4,3,2,1
1064306,2,1,0,0,0.5,0.5,4,2
1064307,2,2,1,0,2,1,6,2
1064308,0.5,0.5,0,0,5,3,0.5,1
1064309,0,0,0,0,6,3,6,4
1064311,1,2,0,0.5,1,1,2,4
1064312,0,0,0,0,6,4,2,4
1064313,0,0.5,4,2,7,5,7,5
1064315,4,3,4,0,2,0.5,3,2
1064317,1,2,6,2,2,3,0,3
1064319,4,2,0.5,0,0,0,6,4
1064320,6,4,4,1,7,7,6,3
1064321,0.5,0.5,2,1,1,0.5,2,1
1064322,1,0.5,0.5,0,2,0.5,3,1
1064323,2,3,0,0,2,1,1,2
1064324,5,4,5,2,0,0,2,0.5
1064325,1,0,3,2,2,1,1,0.5
1064326,2,1,4,0,2,2,3,2
1064327,1,2,2,1,1,1,6,4
1064328,2,2,1,0,1,1,4,2
1064329,2,2,2,1,4,4,1,2
1064330,1,0.5,3,2,4,2,4,3
1064331,3,5,4,0,3,4,5,4
1064332,4,3,2,0,3,3,3,0.5
1064333,3,2,3,1,7,5,7,4
1064335,3,3,0,0,5,5,1,1
1064336,0.5,0,4,1,4,2,2,0.5
1064337,0.5,1,4,3,5,3,7,5
1064338,2,1,1,0,0.5,0,4,1
1064339,5,4,7,0,0.5,0.5,3,0
1064340,4,2,2,0.5,4,1,4,2
1064341,1,1,0.5,1,7,7,6,4
1064342,0,3,0,0,5,5,2,5
1064343,1,0.5,4,2,3,1,3,2
1064344,0.5,0.5,0.5,0,0.5,0.5,3,0.5
1064345,1,0,0.5,0,1,0.5,3,4
1064346,2,3,0,0,0.5,1,5,4
1064347,3,2,2,1,1,0.5,2,1
1064348,0,0,0,0,5,5,2,1
1064349,2,2,0,0,1,0.5,4,2
1064350,3,1,4,1,3,2,3,1
1064351,3,2,4,1,0,0,4,2
1064352,3,2,3,1,0.5,0.5,4,2
1064353,4,2,3,0,0,0,5,1
1064354,1,1,3,2,0,0,0.5,1
1064355,0,0.5,3,0,1,0.5,3,0.5
1064356,4,4,7,4,3,3,7,2
1064357,0.5,0.5,1,1,2,1,3,2
1064358,6,0.5,2,1,6,0.5,3,2
1064359,3,1,4,3,4,1,7,2
1064360,3,2,3,1,7,5,7,4
1064361,0.5,0,6,0.5,7,7,7,5
1064362,5,7,3,5,7,7,5,7
1064363,2,2,4,2,6,5,5,3
1064364,2,2,2,0,0.5,0.5,1,0
1064365,0,0,2,1,4,2,2,2
1064366,2,1,4,3,4,3,5,4
1064367,0,0.5,2,0.5,1,1,5,2
1064368,0.5,0,7,4,0,0,7,5
1064369,2,1,6,4,2,1,7,6
1064371,7,3,0,0,0.5,0.5,0.5,4
1064372,3,2,0,0,1,2,2,0.5
1064373,3,2,0.5,0,2,1,5,3
1064374,1,0.5,3,1,3,2,3,2
1064375,1,1,2,0,2,1,4,2
1064376,1,0.5,0,0,0,0,2,3
1064377,1,0,4,1,3,2,3,1
1064378,3,3,5,2,7,7,0,1
1064379,2,1,1,0.5,3,3,4,2
1064380,1,0.5,3,1,4,2,5,3
1064381,1,1,4,2,7,3,1,2
1064382,2,1,7,4,5,3,5,3
1064383,1,1,5,2,0,0,2,1
1064385,3,2,0,0,7,6,7,6
1064387,0,0,3,0,3,2,5,4
1064388,0.5,2,6,2,4,2,5,1
1064389,0.5,0,0.5,0,1,0.5,1,1
